0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.6145061,0.7470603,0.0,0.87252045,0.0,0.6585136,0.88605714,0.7869315,0.0,0.0,0.0,0.8457673,0.0,0.0,0.0,0.96387136,0.0,0.65466636,0.83394885,0.0,0.0,0.6755467,0.74319434,0.0,0.9960695,0.0,0.0,0.0,0.0,0.93392545,0.544579,0.0
0.0,0.0,1.14708,0.0,0.29890645,0.0,0.0,0.0,0.6319089,1.0016835,0.7378262,0.0,1.0186652,0.90211594,0.660325,0.0,0.091305956,0.0,0.0,0.6830153,0.4324876,0.0,0.0,0.0,0.0,1.348541,0.88665617,0.49361545,0.9376758,0.0,0.0,0.839042
1.3026111,1.671083,0.0,1.4692634,0.0,1.2837842,1.4288422,1.2456311,0.0,0.0,0.0,1.4977582,0.0,0.0,0.0,1.5310662,0.0,1.6501309,1.4766437,0.0,0.0,1.5007144,1.27708,0.0,1.7419294,0.0,0.0,0.0,0.0,1.3667206,1.3909764,0.0
0.5453215,0.59699655,0.0,0.75514245,0.0,0.56048036,0.7186851,0.6829734,0.0,0.0,0.0,0.67340064,0.0,0.0,0.0,0.80106574,0.0,0.48988283,0.6727125,0.0,0.0,0.5109798,0.572858,0.0,0.88012606,0.0,0.0,0.0,0.0,0.6977458,0.47604582,0.0
0.0,0.0,0.8229897,0.0,0.87918335,0.0,0.0,0.0,0.7779436,0.6805354,0.6572231,0.0,0.64322007,0.5273285,1.1889064,0.0,0.5307598,0.0,0.0,0.8981852,0.8301227,0.0,0.0,0.9255724,0.0,0.85258806,0.8518377,0.9773484,0.8193942,0.0,0.0,0.6566218
0.9317962,1.0121503,0.0,1.1991656,0.0,0.88383293,1.1513265,0.971114,0.0,0.0,0.0,1.1731642,0.0,0.0,0.0,1.1573354,0.0,0.8625385,1.1224242,0.0,0.0,1.0704547,0.9850509,0.0,1.3850718,0.0,0.0,0.0,0.0,1.1685296,0.8657542,0.0
1.4699883,1.6584316,0.0,1.6402735,0.0,1.2978905,1.650843,1.4459593,0.0,0.0,0.0,1.597072,0.0,0.0,0.0,1.769477,0.0,1.618187,1.5600495,0.0,0.0,1.5536691,1.5610234,0.0,1.8479234,0.0,0.0,0.0,0.0,1.6062596,1.6173394,0.0
1.3128483,1.4868312,0.0,1.4600188,0.0,1.2954656,1.6153204,1.2837284,0.0,0.0,0.0,1.5835905,0.0,0.0,0.0,1.7871534,0.0,1.6950366,1.5185648,0.0,0.0,1.5014911,1.5651146,0.0,1.7883924,0.0,0.0,0.0,0.0,1.5751144,1.5475755,0.0
0.44828242,0.5687415,0.0,0.72988015,0.0,0.60841936,0.7159557,0.56319934,0.0,0.0,0.0,0.7151544,0.0,0.0,0.0,0.6892236,0.0,0.6049866,0.75135136,0.0,0.0,0.6527797,0.69314003,0.0,0.80427134,0.0,0.0,0.0,0.0,0.72448516,0.52627313,0.0
0.38849443,0.6248187,0.0,0.58037496,0.0,0.36205208,0.5128322,0.4315511,0.0,0.0,0.0,0.42740577,0.0,0.07045828,0.0,0.598613,0.015647672,0.4095657,0.4929682,0.0,0.0,0.4786969,0.37765008,0.0,0.85065633,0.0,0.0,0.0,0.0,0.6423051,0.2616059,0.0
